title,link,summary,keywords
Sex differences in muscle health in simulated micro- and partial-gravity environments in rats.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10831389/,"Female rats have greater muscle loss in micro- and partial-gravity environments compared to males, regardless of sex hormones.",microgravity; partial-gravity; muscle; rats; sex differences; sex steroid hormones; muscle atrophy; muscle strength; muscle size; occupational health
Brassinazole resistant 1 (BZR1)-dependent brassinosteroid signalling pathway leads to ectopic activation of quiescent cell division and suppresses columella stem cell differentiation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4507784/,Brassinosteroids promote quiescent cell division and inhibit stem cell differentiation in Arabidopsis roots in a concentration- and BZR1-dependent manner.,brassinosteroids; quiescent cells; stem cells; Arabidopsis; BZR1; signalling pathway
Mitochondria-targeted human catalase in the mouse longevity MCAT model mitigates head-tilt bedrest-induced neuro-inflammation in the hippocampus.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9695374/,"Head-tilt bedrest and hind-limb unloading in mice increase microglial activation and neuroinflammation, which are mitigated by a mitochondria-targeted human catalase mouse model.",microgravity; mice; microglia; neuroinflammation; mitochondria; catalase; head-tilt bedrest; hind-limb unloading; behavior; cognitive changes.
Structural and functional properties of bone are compromised in amyotrophic lateral sclerosis mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6141014/,"ALS mice (SOD1G93A) exhibit decreased bone mass, microstructure, stiffness, strength, and fracture toughness compared to healthy controls.",Amyotrophic lateral sclerosis; SOD1G93A; bone; microstructure; mass; stiffness; strength; fracture toughness; mouse model.
Longitudinal time course of muscle impairments during partial weight-bearing in rats,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6706399/,"Reduced gravity in space missions impairs muscle mass and function in rats within a month, highlighting the importance of countermeasures for safe exploration.",reduced gravity; muscle; rats; space missions; countermeasures; health; performance; exploration; quadrupedal partial weight-bearing; muscle function; muscle mass.
The partial weight-bearing rat model using a pelvic harness does not impact stress or hindlimb blood flow.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12034070/,Blood flow restriction training (BFRT) enhances muscle strength and size in load-compromised individuals without affecting stress or hindlimb blood flow.,blood flow restriction training; muscle strength; load-compromised individuals; rehabilitation; hindlimb blood flow; high-quality adjunct.
Dose-dependent skeletal deficits due to varied reductions in mechanical loading in rats.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7235020/,"Reduced mechanical loading in rats leads to dose-dependent bone loss, with progressive deterioration of trabecular bone and minimal effects on cortical bone.",mechanical loading; rats; bone loss; trabecular bone; cortical bone; unloading; dose-dependent effects.
Approaching Gravity as a Continuum Using the Rat Partial Weight-Bearing Model,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7599661/,"Researchers have used animal models, like the new rat partial weight-bearing (PWB), to study microgravity effects and anticipate astronaut needs. PWB mimics partial gravity environments and complements the hindlimb unloading (HU) model.",animal models; microgravity; rat; partial weight-bearing; space research; physiological alterations; astronauts; hindlimb unloading.
Hindlimb suspension in Wistar rats: Sex-based differences in muscle response,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8493566/,"Female Wistar rats better maintain muscle function during hindlimb suspension than males, as shown by less reduction in grip strength and muscle mass loss.",hindlimb suspension; Wistar rats; muscle; sex; disuse; muscle deconditioning; grip strength; muscle mass loss; countermeasures
Adaptation to full weight-bearing following disuse in rats: The impact of biological sex on musculoskeletal recovery,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10926278/,Study investigates sex differences in musculoskeletal recovery from disuse in rats.,rats; disuse; musculoskeletal recovery; sex differences; biological sex
Effects of liquid cultivation on gene expression and phenotype of C. elegans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6069985/,"Liquid cultivation of Caenorhabditis elegans strains N2 and AB1 results in significant transcriptomic and phenotypic differences. The N2 strain exhibits alterations in germline and cuticle, and 21% of genes are identified through transcript evidence.",Caenorhabditis elegans; gene expression; liquid cultivation; phenotype; transcriptome; strains; N2; AB1.
Transcriptomic Signature of the Simulated Microgravity Response in Caenorhabditis elegans and Comparison to Spaceflight Experiments.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9856674/,"Simulated microgravity affects Caenorhabditis elegans' gene expression, with some changes persisting for up to four days and others reverting after twelve days. The findings suggest impacts on longevity-regulating insulin/IGF-1 and sphingolipid signaling pathways.",Caenorhabditis elegans; microgravity; gene expression; insulin/IGF-1; sphingolipids; spaceflight; RNA-seq; mass spectrometry; longevity.
Enabling clonal analyses of yeast in outer space by encapsulation and desiccation in hollow microparticles.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9410522/,"Study of single-cell level microbes in space using PicoShells, nanoliter-scale compartments, preserves and analyzes microbes for human space exploration and understanding cellular responses.",microbes; single-cell; space exploration; PicoShells; nanoliter-scale compartments; cellular responses; microbial populations; analysis capabilities; desiccation; preservation; launch.
Caenorhabditis elegans in microgravity: An omics perspective,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10344948/,"Spaceflight affects C. elegans physiology through metabolic and neuromuscular gene regulation, as evidenced by transcriptomic changes. These alterations are reproducible across species and support C. elegans as a model organism for studying spaceflight physiology.",Caenorhabditis elegans; omics; spaceflight; physiology; transcriptomics; gene regulation; metabolism; neuromuscular system; model organism; therapeutic intervention.
Dried plum diet protects from bone loss caused by ionizing radiation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4750446/,Dried plum diet prevents bone loss caused by ionizing radiation through antioxidant and anti-inflammatory effects.,ionizing radiation; bone loss; antioxidants; anti-inflammatory; dried plum; space radiation; bone remodeling; osteoclasts; Nfe2l2; Rankl; Mcp1; Opg; TNF-&#945;
Dietary countermeasure mitigates simulated spaceflight-induced osteopenia in mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7162976/,"A diet supplemented with dried plum powder (DP) prevents bone loss in mice exposed to simulated spaceflight, mitigating the effects of microgravity and radiation.",microgravity; radiation; bone loss; dried plum powder; diet; spaceflight; osteoprogenitors
Simulated microgravity alters gene regulation linked to immunity and cardiovascular disease,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11353732/,"Simulated microgravity exposure in rats leads to sex-dependent changes in oxidative damage and gene regulation, potentially impacting cardiovascular health.",microgravity; rats; gene regulation; oxidative damage; cardiovascular disease; immune system; antioxidants; sex differences.
Autophagy and its consequences for platelet biology,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11953390/,"This study identifies TUBB as a potential therapeutic target for chronic kidney disease (CKD) using genome-wide association study (GWAS) and colocalization analysis. The genes associated with CKD are primarily involved in MAP kinase activity, protein serine/threonine kinase activity, gap junction, platelet activation, and oxytocin signaling pathway.",chronic kidney disease; GWAS; colocalization analysis; TUBB; MAP kinase activity; protein serine/threonine kinase activity; gap junction; platelet activation; oxytocin signaling pathway.
A new role of NAP1L1 in megakaryocytes and human platelets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9737020/,"NAP1L1, a nuclear protein, interacts with a mitochondrial protein in platelets and megakaryocytes, influencing mitochondrial function and thrombopoiesis.",NAP1L1; platelets; megakaryocytes; mitochondrial protein; PDH activity; thrombopoiesis; nuclear protein; interactions.
Evaluation of rodent spaceflight in the NASA animal enclosure module for an extended operational period (up to 35 days),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5515519/,NASA's Animal Enclosure Module (AEM) supports rodents for up to 35 days in space with minimal modifications.,NASA; Animal Enclosure Module (AEM); rodents; space; International Space Station; animal health; vivarium; modification; research.
Morphology of Penicillium rubens Biofilms Formed in Space,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10144393/,"Microgravity has inconsistent effects on the morphology and growth of Penicillium rubens biofilms, with some materials showing less biofilm formation and others unaffected.",Penicillium rubens; biofilms; microgravity; spacecraft; materials; growth; morphology; hyphal adhesion; spore germination; nutrient depletion
Explainable machine learning identifies multi-omics signatures of muscle response to spaceflight in mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10719374/,"Machine learning identified Acyp1 and Rps7 as potential biomarkers for muscle atrophy in space, using multi-omics data and calcium reuptake levels.",machine learning; multi-omics; muscle atrophy; space travel; biomarkers; calcium reuptake; Acyp1; Rps7
Microbial adaptation to spaceflight is correlated with bacteriophage-encoded functions,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11096397/,"Spaceflight triggers bacterial adaptation through bacteriophages, encoding functions for persistence in extreme environments.",microbial adaptation; spaceflight; bacteriophages; extreme environments; antimicrobial resistance; virulence; DNA damage repair; dormancy.
